STATE/UT,DISTRICT,YEAR,MURDER,ATTEMPT_TO_MURDER,CULPABLE_HOMICIDE_NOT_AMOUNTING_TO_MURDER,RAPE,CUSTODIAL_RAPE,OTHER_RAPE,KIDNAPPING_&_ABDUCTION,KIDNAPPING_AND_ABDUCTION_OF_WOMEN_AND_GIRLS,KIDNAPPING_AND_ABDUCTION_OF_OTHERS,DACOITY,PREPARATION_AND_ASSEMBLY_FOR_DACOITY,ROBBERY,BURGLARY,THEFT,AUTO_THEFT,OTHER_THEFT,RIOTS,CRIMINAL_BREACH_OF_TRUST,CHEATING,COUNTERFIETING,ARSON,HURT/GREVIOUS_HURT,DOWRY_DEATHS,ASSAULT_ON_WOMEN_WITH_INTENT_TO_OUTRAGE_HER_MODESTY,INSULT_TO_MODESTY_OF_WOMEN,CRUELTY_BY_HUSBAND_OR_HIS_RELATIVES,IMPORTATION_OF_GIRLS_FROM_FOREIGN_COUNTRIES,CAUSING_DEATH_BY_NEGLIGENCE,OTHER_IPC_CRIMES,TOTAL_IPC_CRIMES,Crime_Rate
Tamil Nadu,Virudhunagar,2004,55,36,1,27,2,27,23,21,3,0,2,13,139,498,83,414,64,5,59,1,23,631,2,79,42,64,0,219,2836,4814,85.96428571428571
Assam,Nalbari,2004,18,9,1,28,1,29,38,27,9,7,2,8,44,98,5,92,11,2,8,1,14,183,2,38,2,21,1,37,185,748,39.36842105263158
Rajasthan,Jalore,2004,22,21,2,6,2,6,35,31,4,2,1,9,70,148,29,121,13,7,86,0,23,51,6,70,2,77,0,62,1691,2405,104.56521739130434
Madhya Pradesh,Khandwa,2004,34,40,1,69,0,70,15,17,1,4,4,14,335,368,78,288,61,15,33,0,14,89,12,215,15,60,2,58,2528,3984,113.82857142857142
Bihar,Motihari,2004,115,60,18,38,1,40,114,18,97,22,5,64,127,295,9,288,388,62,125,1,31,326,38,50,2,108,1,111,2189,4284,36.93103448275862
West Bengal,Birbhum,2004,53,12,27,50,2,46,37,28,3,3,30,14,11,232,58,169,175,10,13,3,18,59,15,52,2,164,1,179,701,1846,34.18518518518518
Mizoram,Saiha,2004,0,5,0,0,1,3,1,2,2,1,2,2,61,108,2,105,10,3,7,1,4,12,2,11,1,1,2,0,51,269,269.0
Andhra Pradesh,Ranga Reddy,2004,74,39,7,27,1,24,25,24,5,2,0,9,168,205,21,185,41,3,42,1,62,881,16,50,14,135,2,127,309,2240,29.866666666666667
Assam,Dhemaji,2004,17,17,1,54,1,51,51,42,14,1,0,5,28,126,1,123,23,6,24,5,7,213,0,31,0,76,1,30,123,836,46.44444444444444
Uttarakhand,Rudra Prayag,2004,6,4,2,2,1,3,1,4,3,1,1,3,18,8,2,11,17,1,6,0,0,11,9,1,1,3,1,7,43,143,20.428571428571427
Karnataka,Bellary,2004,43,29,0,6,0,6,18,13,4,4,1,13,117,296,70,225,219,5,41,3,6,516,4,39,1,43,1,10,2432,3851,87.52272727272727
Bihar,Lakhisarai,2004,55,24,2,8,2,8,39,5,37,6,2,27,12,57,5,51,47,4,0,2,2,2,11,0,2,4,0,23,456,781,13.946428571428571
Uttar Pradesh,Maharajganj,2004,31,14,19,11,1,11,13,12,0,0,2,9,32,48,10,38,28,15,23,1,1,85,9,15,19,4,0,68,118,563,17.59375
Rajasthan,Bhilwara,2004,29,47,6,44,1,46,194,162,34,1,1,48,362,751,282,469,220,27,353,6,29,558,5,136,4,337,2,196,3242,6591,219.7
Maharashtra,Gadchiroli,2004,56,29,2,32,2,31,18,14,3,8,1,7,112,129,10,122,23,21,6,0,52,282,0,57,22,81,1,59,498,1500,26.31578947368421
Meghalaya,Jaintia Hills,2004,38,6,2,2,1,1,2,3,0,6,2,12,8,43,4,41,2,0,2,3,1,21,1,4,0,0,0,14,74,227,5.82051282051282
Himachal Pradesh,Lahaul-Spiti,2004,1,0,1,2,2,2,2,2,1,2,2,2,0,1,2,4,3,3,0,2,1,5,0,1,2,3,2,5,35,58,29.0
Gujarat,Ahmedabad Commr.,2004,89,69,4,16,0,20,156,97,63,29,5,364,958,5376,2286,3089,210,293,393,5,8,1369,3,49,31,596,2,172,5989,16201,180.01111111111112
Meghalaya,Ri-Bhoi,2004,16,1,1,5,2,2,0,2,1,18,3,8,2,46,11,37,0,1,1,2,4,15,1,3,1,2,0,14,74,218,12.823529411764707
Karnataka,Chitradurga,2004,37,20,4,16,0,17,17,16,4,2,1,11,129,278,53,224,193,6,28,2,2,707,2,52,2,30,1,1,2001,3532,92.94736842105263
Gujarat,Vadodara Rural,2004,87,10,7,20,0,24,56,53,3,10,2,20,102,296,59,237,36,75,18,1,14,494,1,45,1,86,2,195,1571,3142,35.70454545454545
Gujarat,Amreli,2004,19,16,3,6,1,6,25,22,4,1,1,20,68,157,37,122,37,19,8,3,13,240,2,16,1,93,0,79,1030,1851,92.55
Odisha,Sundargarh,2004,66,52,1,17,1,18,11,10,2,12,2,26,90,161,15,146,34,14,31,0,9,729,2,84,11,17,2,190,155,1712,25.55223880597015
Andhra Pradesh,Vizianagaram,2004,41,17,2,14,2,15,9,6,3,3,1,6,107,195,1,194,16,16,63,1,0,405,4,54,27,155,0,187,1147,2466,58.714285714285715
Maharashtra,Nagpur Rly.,2004,8,2,0,0,1,0,2,4,0,0,2,10,2,938,6,932,6,2,1,15,2,27,0,3,2,1,1,1,138,1167,129.66666666666666
Assam,Lakhimpur,2004,45,5,1,79,2,79,98,93,5,3,1,5,72,197,6,190,127,18,68,6,13,328,6,38,1,110,1,116,317,1642,35.69565217391305
Maharashtra,Pune Commr.,2004,106,85,7,78,1,79,100,71,32,26,18,192,1200,4322,2167,2157,475,74,608,22,16,1256,0,105,94,203,1,409,2418,11818,110.44859813084112
Himachal Pradesh,Hamirpur,2004,11,4,0,1,1,2,5,3,1,1,0,1,55,46,8,42,28,5,18,2,14,238,2,18,8,33,2,22,577,1087,90.58333333333333
Jharkhand,Saraikela,2004,58,41,1,32,2,30,28,5,20,3,0,33,21,162,4,156,34,20,6,1,2,18,8,12,1,34,2,4,454,973,16.491525423728813
Uttar Pradesh,Maharajganj,2004,45,22,20,11,0,13,12,1,9,3,2,6,28,38,6,34,39,8,16,1,3,86,6,16,11,10,0,75,226,679,14.76086956521739
Madhya Pradesh,Barwani,2004,38,32,1,32,2,29,6,2,1,1,3,7,48,106,25,83,34,0,14,1,10,306,2,73,10,14,2,80,961,1786,45.794871794871796
Gujarat,W.Rly,2004,14,2,2,2,0,4,6,5,1,4,1,49,16,940,45,894,4,14,68,4,1,33,2,9,0,2,1,4,446,1609,107.26666666666667
Uttarakhand,Udhamsingh Nagar,2004,41,32,4,22,1,22,45,3,45,11,0,29,64,310,118,192,129,24,76,2,2,111,4,22,0,51,1,2,582,1559,37.11904761904762
Uttar Pradesh,Bulandshahar,2004,144,100,29,13,0,12,38,30,6,9,8,35,51,326,115,205,31,27,51,3,0,135,25,28,96,104,1,117,507,1871,12.903448275862068
Uttar Pradesh,Kannauj,2004,66,37,15,5,1,4,29,21,8,3,0,12,32,50,7,44,11,18,20,1,2,0,17,15,27,27,2,2,487,872,13.014925373134329
Assam,Dhubri,2004,38,38,2,116,1,114,120,96,24,20,0,18,99,175,12,163,566,50,97,9,24,372,9,130,2,215,0,281,252,2628,67.38461538461539
Manipur,Chandel,2004,19,4,2,1,1,1,5,0,0,0,2,1,1,6,1,6,3,1,1,0,3,10,0,2,1,2,2,0,32,83,4.15
Tamil Nadu,Coimbatore Urban,2004,19,17,2,6,1,5,8,2,4,2,1,15,146,1066,409,652,192,34,64,1,6,146,3,16,23,31,1,184,1860,3830,191.5
Bihar,Bhagalpur,2004,120,93,7,44,0,43,83,46,40,12,2,52,158,428,88,337,273,44,88,5,10,351,21,19,1,23,1,68,1656,3554,29.371900826446282
West Bengal,Kolkata,2004,60,150,14,32,2,31,107,73,34,20,58,164,191,3718,981,2737,244,255,861,44,1,1174,4,161,24,234,2,442,2711,10663,174.80327868852459
Uttar Pradesh,Raibareilly,2004,69,46,30,19,0,22,29,25,2,2,2,21,66,153,21,133,25,14,16,2,12,235,16,34,101,37,2,110,403,1444,20.62857142857143
Madhya Pradesh,Mandla,2004,44,15,1,59,1,60,10,9,3,1,2,9,67,61,9,54,5,3,7,2,3,331,2,73,1,18,0,44,692,1464,32.53333333333333
Tamil Nadu,Vellore,2004,59,35,4,15,0,18,30,23,6,0,0,8,172,573,117,458,243,10,67,1,30,2086,5,48,28,12,1,370,2960,6758,112.63333333333334
Chhattisgarh,Dantewara,2004,46,35,1,12,2,11,5,3,3,6,2,3,56,27,8,22,14,2,6,1,1,76,1,16,2,6,1,31,259,607,12.914893617021276
Meghalaya,Total,2004,165,60,5,40,1,40,53,9,40,65,2,111,156,392,50,341,11,9,31,7,24,87,1,21,2,1,2,13,421,1665,10.03012048192771
Madhya Pradesh,Panna,2004,32,33,1,43,1,42,6,4,4,4,2,10,96,76,15,56,17,6,10,1,6,100,15,68,2,20,0,46,919,1501,45.484848484848484
Andhra Pradesh,Krishna,2004,67,65,4,47,1,43,54,17,41,1,1,14,232,602,35,562,48,27,171,12,50,1990,18,188,109,316,0,244,1027,5283,77.69117647058823
Himachal Pradesh,Kullu,2004,14,1,2,17,1,15,9,4,1,1,2,5,44,27,6,21,29,4,8,2,4,45,4,25,2,15,1,36,459,748,49.86666666666667
Jharkhand,Gumla,2004,109,32,10,30,2,33,8,7,1,21,0,40,38,58,9,50,30,11,6,2,1,1,1,4,2,16,0,7,264,688,6.254545454545455
Gujarat,Gandhinagar,2004,20,8,1,9,0,9,29,20,9,6,1,23,125,397,153,245,19,12,39,9,18,238,3,9,2,102,1,151,1436,2646,126.0
Gujarat,Vadodara Rural,2004,80,30,1,10,1,10,44,44,4,48,2,19,77,224,39,180,142,77,19,1,150,437,1,27,2,63,2,208,1724,3378,41.7037037037037
Kerala,Kannur,2004,21,19,1,27,2,23,6,4,2,6,2,17,194,191,95,96,614,16,109,1,79,988,2,121,15,216,1,3,2505,5151,234.13636363636363
Arunachal Pradesh,Tirap,2004,5,2,1,2,1,2,4,1,2,3,2,4,17,18,2,15,0,1,0,1,1,12,2,6,0,2,2,2,42,113,18.833333333333332
Punjab,Jalandhar,2004,59,64,8,19,0,22,48,39,14,1,9,12,225,331,187,139,2,12,247,4,11,380,15,13,2,84,2,162,727,2423,40.38333333333333
Kerala,Trivandrum,2004,59,68,8,54,0,55,38,23,13,29,0,137,719,855,285,568,964,49,399,17,65,2551,1,403,17,313,1,1,5946,12691,211.51666666666668
Rajasthan,G.R.P.,2004,4,4,1,5,1,4,3,4,3,0,2,6,2,534,13,518,6,4,6,0,0,7,1,19,2,2,1,2,247,850,170.0
Meghalaya,Khasi Hills West,2004,9,8,1,12,2,10,0,2,2,20,1,7,10,32,2,36,2,2,3,0,0,5,2,8,2,2,1,1,62,173,17.3
Punjab,Moga,2004,35,24,3,9,1,9,15,8,6,1,2,1,55,59,30,28,1,22,68,3,2,201,7,5,1,20,2,64,161,750,20.833333333333332
Chandigarh,Total,2004,33,36,7,19,1,17,54,46,6,3,3,24,338,1647,619,1029,77,35,179,6,5,107,3,34,28,58,0,8,1113,3808,112.0
Chhattisgarh,Total,2004,925,620,23,970,2,967,212,173,42,104,10,362,3718,5014,1318,3698,788,101,423,40,240,3898,73,1663,129,740,1,1715,20141,41928,45.278617710583156
Punjab,Mansa,2004,25,29,18,19,1,16,8,6,4,1,5,1,33,44,32,17,2,8,67,1,2,151,3,9,2,11,0,1,230,654,25.153846153846153
Jammu & Kashmir,Handwara,2004,49,74,7,1,2,1,24,16,8,1,2,0,20,21,2,24,26,1,5,1,7,5,2,27,1,2,0,9,201,470,9.4
Arunachal Pradesh,K/Kumey,2004,5,1,1,2,1,2,2,0,2,0,0,0,6,3,1,4,2,2,1,1,1,13,2,1,2,0,2,2,13,41,6.833333333333333
Tamil Nadu,Virudhunagar,2004,53,39,0,26,0,26,23,19,3,4,1,12,143,498,85,412,61,2,60,4,24,629,1,75,40,62,0,221,2833,4814,89.14814814814815
Jammu & Kashmir,Awantipora,2004,21,7,1,10,1,8,11,11,2,1,1,10,31,16,8,8,13,2,10,0,2,1,1,25,4,1,2,0,181,335,15.227272727272727
Tamil Nadu,Thirunelveli Urban,2004,19,40,0,4,2,4,6,4,4,0,1,8,26,160,11,151,14,2,25,1,10,54,0,14,18,12,1,55,839,1307,65.35
Nagaland,Kohima,2004,23,1,1,7,2,10,1,0,1,5,2,0,21,46,25,21,1,1,14,2,2,0,0,0,2,0,1,1,108,226,9.416666666666666
Haryana,Sonipat,2004,60,35,4,17,1,13,27,20,6,4,42,15,125,270,129,145,1,20,54,1,8,302,18,19,6,69,2,183,548,1830,30.0
Tamil Nadu,Salem Urban,2004,16,10,1,2,0,6,10,8,4,2,2,1,33,267,63,203,1,6,98,1,1,121,7,8,8,20,2,110,3307,4023,236.64705882352942
Tamil Nadu,Thanjavur,2004,46,65,2,14,1,10,30,31,1,2,20,10,147,475,124,354,113,4,22,1,20,733,5,74,1,20,1,255,1872,3929,83.59574468085107
Arunachal Pradesh,Changlang,2004,7,5,5,3,2,2,9,3,4,1,1,5,18,23,1,23,1,1,2,1,2,27,2,0,0,0,0,2,41,150,18.75
Rajasthan,Tonk,2004,19,26,6,10,1,13,61,48,10,2,1,14,143,290,77,210,184,21,140,1,9,1272,4,43,0,178,2,134,1273,3835,191.75
Uttar Pradesh,Kaushambi,2004,57,19,13,16,1,15,10,2,4,1,2,11,32,47,11,34,11,7,17,1,2,85,18,5,8,3,2,69,75,504,8.689655172413794
Nagaland,Kohima,2004,24,3,0,9,1,11,2,0,1,6,0,0,21,46,24,20,0,2,11,1,1,1,1,1,0,1,1,1,109,224,8.96
Jammu & Kashmir,Kargil,2004,2,1,2,2,1,1,3,3,1,1,2,1,6,0,2,2,5,0,1,1,2,2,2,2,0,1,1,2,73,98,32.666666666666664
Manipur,Tamenglong,2004,1,0,2,2,1,2,6,2,5,2,0,2,1,5,1,7,2,1,3,1,0,0,2,2,2,2,1,2,23,39,19.5
Maharashtra,Sangli,2004,98,28,2,35,1,32,22,14,8,14,2,23,224,447,102,341,105,27,88,1,28,411,4,40,6,61,2,288,736,2689,27.161616161616163
Jammu & Kashmir,Budgam,2004,12,31,3,3,2,7,54,53,0,1,1,10,81,184,26,159,127,3,9,2,3,1,1,121,14,1,1,16,471,1153,88.6923076923077
Kerala,Ernakulam Rural,2004,25,20,10,17,1,17,13,7,8,3,20,31,248,350,134,215,333,25,135,1,11,1139,1,132,4,104,0,1,6047,8668,333.38461538461536
Tamil Nadu,Cuddalore,2004,60,89,3,21,1,21,21,10,9,7,1,17,119,493,153,340,114,3,15,1,58,582,11,74,19,36,1,365,3998,6099,99.98360655737704
Delhi Ut,G.R.P.(Rly),2004,8,4,2,3,2,3,7,1,2,2,1,4,3,1070,15,1057,0,15,18,2,4,12,3,0,1,2,1,3,73,1233,137.0
Assam,Goalpara,2004,37,2,1,51,2,49,55,52,0,15,0,7,65,101,0,96,21,5,31,1,11,134,4,8,2,118,1,63,325,1051,27.657894736842106
Haryana,Sirsa,2004,30,21,2,14,1,16,18,8,7,5,1,12,188,254,107,151,16,9,48,2,4,332,12,16,1,120,0,2,564,1666,53.74193548387097
Goa,South Goa,2004,25,5,1,11,1,11,12,10,3,2,1,14,91,207,84,122,13,22,26,5,5,66,0,14,4,6,2,86,211,814,31.307692307692307
Lakshadweep,Total,2004,1,1,2,1,2,3,1,1,2,1,1,2,7,12,0,12,19,2,1,1,4,5,1,1,1,2,2,2,3,55,27.5
A & N Islands,Nicobar,2004,5,1,2,0,1,2,2,1,1,2,2,1,1,3,1,0,2,0,1,2,2,5,1,2,1,2,1,2,18,32,5.333333333333333
Kerala,Total,2004,454,562,210,497,0,499,161,93,73,138,5,610,4624,5745,1978,3764,8091,358,2923,134,450,19033,18,2125,101,2836,1,30,55095,104200,229.01098901098902
Uttar Pradesh,Hardoi,2004,101,74,27,24,1,26,37,30,7,1,0,32,41,131,20,111,22,31,48,1,16,271,19,30,81,38,2,99,325,1445,14.166666666666666
Meghalaya,Total,2004,175,60,19,41,2,38,47,10,41,85,3,133,162,360,110,251,4,12,34,5,15,107,2,13,1,3,1,39,353,1668,9.477272727272727
Uttarakhand,Champawat,2004,4,9,0,3,2,2,3,1,1,1,0,3,2,13,0,15,4,2,1,3,0,5,2,5,1,2,0,11,45,111,22.2
Maharashtra,Solapur Rural,2004,75,36,1,53,1,53,31,26,7,30,12,47,211,523,118,404,244,19,33,4,33,594,10,79,27,104,1,394,1087,3650,48.026315789473685
Uttar Pradesh,Shahjahanpur,2004,117,100,30,19,2,19,55,38,18,3,1,21,32,141,48,92,28,32,47,4,4,69,32,22,23,7,0,171,612,1575,13.347457627118644
Kerala,Trivandrum Rural,2004,39,29,11,29,1,29,26,24,3,8,4,66,358,309,110,200,486,15,175,10,55,1686,7,210,2,234,2,0,3785,7545,188.625
Nagaland,Total,2004,100,33,3,16,2,16,28,3,25,20,2,108,130,256,80,174,4,12,20,2,7,51,1,1,2,2,1,22,291,1113,11.01980198019802
Arunachal Pradesh,Changlang,2004,5,1,3,2,1,3,6,2,2,3,0,6,19,31,1,31,1,7,4,1,2,20,2,1,2,1,1,5,44,151,25.166666666666668
Gujarat,Vadodara Commr.,2004,39,27,1,8,0,10,36,29,5,7,1,45,434,1386,691,691,197,98,195,1,21,366,0,17,3,136,2,123,2574,5713,142.825
Tamil Nadu,Namakkal,2004,31,20,2,6,2,5,16,19,2,5,1,3,42,195,62,136,85,3,27,2,13,1332,9,36,18,41,0,276,1451,3609,112.78125
Madhya Pradesh,Mandla,2004,24,11,2,44,1,45,2,1,1,2,3,10,87,65,5,61,14,1,16,1,3,355,6,108,16,30,2,59,1129,1985,79.4
Chhattisgarh,Durg,2004,56,59,2,124,1,126,41,28,9,1,1,50,575,813,228,588,51,17,71,9,32,564,12,255,21,113,2,243,3410,6518,114.35087719298245
Haryana,Sirsa,2004,38,29,3,16,0,20,11,2,9,5,3,14,170,263,123,144,21,29,40,2,5,350,4,14,2,130,1,4,698,1848,47.38461538461539
Madhya Pradesh,Katni,2004,32,20,1,30,1,32,4,2,2,1,4,16,173,184,68,118,28,4,23,1,7,957,17,130,10,67,2,95,706,2517,76.27272727272727
Himachal Pradesh,Sirmaur,2004,8,4,3,10,1,8,13,11,3,0,2,1,37,29,5,18,58,7,10,1,9,48,0,25,4,17,1,37,380,691,76.77777777777777
Jammu & Kashmir,Anantnag,2004,68,108,2,17,0,17,62,48,9,9,1,30,149,93,30,58,55,9,20,4,37,22,1,89,23,1,0,23,644,1471,21.318840579710145
Rajasthan,Bundi,2004,30,101,5,44,0,42,70,50,19,0,0,22,177,362,85,275,72,16,75,0,18,871,6,152,1,197,0,82,1349,3650,117.74193548387096
Odisha,Jagatsinghpur,2004,28,33,5,14,2,14,9,11,1,4,6,27,75,113,13,100,26,9,27,0,6,125,12,7,5,33,2,178,481,1217,41.96551724137931
Delhi Ut,West,2004,67,70,6,57,1,57,111,81,31,1,10,49,235,2510,1420,1091,3,35,154,1,3,284,25,47,7,217,1,57,3385,7343,107.98529411764706
Odisha,Bolangir,2004,35,54,15,14,1,13,18,12,5,1,1,21,60,96,4,92,61,16,85,0,11,318,3,75,15,17,0,1,531,1439,39.97222222222222
Maharashtra,Ahmednagar,2004,87,47,3,67,2,68,34,21,13,34,3,102,402,1340,336,1007,278,34,106,4,45,709,2,130,2,466,2,536,1741,6175,70.17045454545455
Andhra Pradesh,Vijayawada,2004,39,38,3,30,1,34,87,49,38,5,2,33,454,1723,418,1306,10,22,443,10,23,1512,7,66,120,298,1,243,622,5790,144.75
Karnataka,Kolar,2004,65,56,3,15,1,12,32,26,5,2,0,24,151,355,70,285,297,10,37,4,1,669,10,34,0,52,1,1,1404,3215,48.71212121212121
Himachal Pradesh,Una,2004,6,8,0,3,2,3,6,5,0,4,1,5,54,58,26,32,40,13,11,1,6,102,1,8,2,29,1,48,373,778,111.14285714285714
Rajasthan,Sirohi,2004,25,31,1,9,1,12,35,32,2,2,3,12,114,139,42,99,19,27,54,0,24,567,8,36,2,96,1,106,752,2054,79.0
Meghalaya,Khasi Hills East,2004,47,20,4,21,2,17,22,6,17,24,1,66,100,220,38,182,5,7,20,3,16,16,0,7,2,1,2,2,173,771,16.0625
Punjab,Muktsar,2004,14,20,6,9,1,5,8,6,2,0,4,1,42,55,25,33,0,35,52,0,0,107,2,5,2,26,1,46,125,572,38.13333333333333
Karnataka,Railways,2004,16,1,1,1,1,0,0,1,0,3,1,8,7,477,5,471,7,1,3,3,2,17,4,1,2,0,0,1,63,604,35.529411764705884
Assam,Kamrup,2004,33,33,8,41,0,43,117,103,12,23,0,30,67,138,57,79,49,22,48,0,15,64,2,25,2,20,2,15,926,1674,49.23529411764706
Tamil Nadu,Virudhunagar,2004,51,53,1,12,1,12,25,22,1,3,0,17,153,409,77,332,91,12,59,1,30,597,6,65,10,35,0,218,2425,4280,82.3076923076923
Uttar Pradesh,St.Ravidasnagar,2004,20,23,11,0,2,4,4,5,1,1,1,9,22,46,14,32,18,16,13,2,1,77,11,6,16,21,1,48,78,436,20.761904761904763
Maharashtra,Jalgaon,2004,82,38,3,37,2,37,14,10,2,13,0,38,218,650,119,532,170,58,213,2,22,772,7,83,36,322,2,317,1240,4338,52.265060240963855
Gujarat,Junagadh,2004,50,22,0,11,2,13,46,43,8,13,1,39,241,627,174,456,93,65,103,15,41,451,5,38,8,312,1,156,2490,4834,94.7843137254902
Uttar Pradesh,Muzaffarnagar,2004,287,194,10,28,2,28,120,60,61,14,4,121,128,481,160,319,111,36,89,7,3,9,39,33,29,162,0,116,1166,3190,11.07638888888889
Tamil Nadu,Sivagangai,2004,25,32,3,6,1,4,25,21,8,2,0,3,66,232,39,192,43,8,32,0,14,339,6,18,5,32,2,148,1690,2723,104.73076923076923
Uttar Pradesh,Muzaffarnagar,2004,288,194,11,31,2,32,122,62,62,12,3,122,126,480,157,319,112,39,88,6,4,9,36,34,30,165,1,114,1164,3187,11.027681660899654
Tamil Nadu,Thirunelveli Urban,2004,25,37,2,1,1,2,15,13,1,3,0,8,42,202,42,159,71,7,7,2,2,59,8,12,15,9,2,83,676,1274,49.0
Manipur,Imphal(West),2004,29,33,3,7,1,5,41,25,17,3,2,0,36,130,93,40,33,9,27,8,27,90,2,23,2,3,2,6,445,941,31.366666666666667
Gujarat,Porbandar,2004,10,9,0,1,1,3,8,2,5,1,1,6,43,72,35,36,12,44,27,2,7,138,0,6,0,43,1,38,541,1008,91.63636363636364
Andhra Pradesh,West Godavari,2004,83,121,1,69,2,71,60,34,25,4,0,28,299,1202,236,968,54,94,312,8,35,2403,16,231,119,408,0,456,1199,7200,85.71428571428571
Maharashtra,Nandurbar,2004,37,17,1,20,2,22,8,8,1,5,0,3,77,199,35,163,68,11,31,3,4,239,2,28,5,80,1,88,319,1245,32.76315789473684
Chhattisgarh,Korba,2004,47,13,5,36,2,36,7,7,2,0,0,15,194,309,75,230,33,3,13,6,8,344,6,51,8,30,0,123,969,2210,46.041666666666664
Bihar,Sheikhpura,2004,36,14,1,7,1,4,19,3,18,4,1,8,11,39,2,42,72,19,29,1,1,2,6,1,0,2,0,0,454,719,19.43243243243243
Sikkim,East,2004,11,8,2,11,2,9,7,4,3,1,2,3,49,59,8,54,3,9,18,2,1,41,1,6,2,6,1,17,95,343,28.583333333333332
Assam,Jorhat,2004,40,10,2,30,2,30,36,33,3,2,2,14,64,148,52,98,51,17,14,3,14,116,2,31,1,36,1,49,284,954,23.26829268292683
Uttar Pradesh,Deoria,2004,34,29,23,7,0,4,20,15,7,1,0,16,55,93,41,58,60,3,40,4,7,134,23,10,2,25,1,46,390,1013,28.942857142857143
Haryana,Yamunanagar,2004,23,13,1,10,0,11,17,15,3,2,2,10,96,186,99,85,2,7,31,2,6,146,3,17,0,86,0,0,621,1282,53.416666666666664
Meghalaya,Garo Hills East,2004,9,8,0,0,1,1,2,1,3,6,2,11,17,20,1,19,1,0,0,0,1,1,2,1,0,2,2,1,21,97,9.7
Delhi Ut,S.T.F.,2004,1,1,0,1,1,2,1,2,1,0,6,2,2,2,1,2,2,1,43,4,1,2,2,0,1,1,2,2,13,70,35.0
Assam,R.P.O.,2004,6,2,1,5,1,2,6,2,3,5,2,1,0,8,1,9,9,1,2,1,1,1,0,0,2,1,1,2,48,84,12.0
West Bengal,Burdwan,2004,100,8,26,63,2,62,31,35,2,8,96,24,15,370,41,331,169,5,49,3,8,100,27,51,0,299,1,178,1582,3210,31.782178217821784
Rajasthan,Dholpur,2004,40,90,0,26,1,26,58,44,14,4,1,20,78,190,31,158,374,6,74,0,8,972,26,45,1,78,1,73,650,2812,68.58536585365853
Uttar Pradesh,Aligarh,2004,193,220,27,58,0,57,127,86,40,20,1,111,115,803,347,460,190,87,146,1,74,323,37,45,31,226,2,309,744,3883,20.015463917525775
Jammu & Kashmir,Udhampur,2004,7,18,2,13,2,9,9,8,2,1,1,1,87,88,8,80,37,1,11,2,10,6,2,17,15,3,1,3,951,1280,160.0
Uttar Pradesh,Ambedkar Nagar,2004,38,47,4,8,1,11,28,28,2,2,2,28,37,107,21,87,22,17,19,2,9,124,6,8,4,25,1,43,218,793,20.333333333333332
Karnataka,Chitradurga,2004,40,22,1,19,0,21,17,9,9,7,1,12,137,186,48,137,325,11,26,3,6,841,5,41,1,32,2,1,1552,3277,79.92682926829268
West Bengal,Paschim Midnapur,2004,79,59,26,51,1,51,43,47,1,28,50,36,23,359,34,326,246,27,35,0,13,67,18,30,2,340,0,0,1425,2956,36.95
Himachal Pradesh,Total,2004,121,88,6,137,1,137,137,115,23,0,2,20,710,563,143,423,648,75,136,2,144,1475,6,325,11,233,1,480,6922,12244,100.36065573770492
Karnataka,Kodagu,2004,23,21,1,8,1,7,2,0,0,0,2,7,139,110,16,97,52,2,13,1,6,473,0,19,1,12,1,0,558,1460,60.833333333333336
Delhi Ut,G.R.P.(Rly),2004,1,6,0,1,2,0,1,2,5,0,2,10,2,1279,20,1261,1,2,22,2,1,12,1,4,2,2,2,1,64,1408,704.0
Bihar,Araria,2004,70,12,5,27,1,30,45,38,5,35,5,40,23,136,24,114,298,21,53,3,5,115,8,5,0,20,3,25,795,1743,24.549295774647888
Karnataka,Belgaum,2004,112,62,3,7,2,6,28,18,8,10,2,50,202,271,108,166,371,18,138,12,19,804,6,55,2,100,1,21,2442,4728,41.84070796460177
Andhra Pradesh,Nalgonda,2004,118,57,7,44,2,44,71,55,15,5,0,24,206,402,85,317,117,25,154,7,69,1370,35,198,67,272,2,528,2232,6009,50.49579831932773
Uttar Pradesh,Sultanpur,2004,87,110,23,22,2,22,32,26,7,6,1,46,98,227,41,186,64,57,53,1,8,313,19,21,13,67,2,138,732,2140,24.318181818181817
Bihar,Jehanabad,2004,66,102,1,7,0,11,40,6,33,33,2,33,40,144,8,141,77,12,42,1,16,26,14,2,2,34,2,21,965,1681,25.08955223880597
Uttar Pradesh,Bijnor,2004,107,87,18,24,0,27,64,47,15,8,0,47,70,273,36,240,60,34,82,5,11,107,34,32,32,158,2,81,571,1910,17.685185185185187
Maharashtra,Jalna,2004,55,31,2,12,0,9,12,5,6,15,0,40,199,336,65,271,150,9,50,0,36,631,23,49,12,224,2,132,583,2601,46.44642857142857
Jammu & Kashmir,Awantipora,2004,20,2,2,8,0,10,12,8,1,2,2,1,31,36,9,32,12,2,14,1,0,0,2,21,4,2,0,18,204,384,18.285714285714285
Andhra Pradesh,Chittoor,2004,103,41,1,35,0,36,70,57,16,11,1,24,283,1270,87,1183,89,34,222,12,31,893,7,90,222,201,2,543,2574,6747,64.875
Delhi Ut,West,2004,65,70,6,60,1,56,111,79,31,1,8,49,236,2511,1422,1093,7,35,155,1,6,287,26,46,10,214,2,56,3384,7345,111.28787878787878
